dhb,age,sex,Maori,Pacific,Asian,MELAA,Other,European,Total Stated,Not Elsewhere Included,Total
HawkesBay,36,M,159,36,24,3,18,492,738,48,783
HawkesBay,36,F,219,18,42,9,9,513,804,54,861
HawkesBay,36,Total,375,54,66,12,27,"1,002","1,542",102,"1,644"
HawkesBay,37,M,159,45,33,6,21,468,732,51,780
HawkesBay,37,F,234,24,36,3,18,540,852,45,897
HawkesBay,37,Total,393,69,72,9,39,"1,008","1,581",93,"1,677"
HawkesBay,38,M,189,24,30,12,21,513,792,57,846
HawkesBay,38,F,240,39,42,3,15,642,984,57,"1,044"
HawkesBay,38,Total,429,66,72,15,39,"1,155","1,776",111,"1,887"
HawkesBay,39,M,192,33,27,6,24,549,837,66,900
HawkesBay,39,F,246,33,33,3,12,693,"1,017",54,"1,074"
HawkesBay,39,Total,441,69,57,9,36,"1,242","1,854",120,"1,971"
HawkesBay,40,M,195,27,24,12,24,612,888,66,954
HawkesBay,40,F,252,27,42,6,12,675,"1,020",78,"1,098"
HawkesBay,40,Total,450,57,66,18,36,"1,287","1,911",144,"2,052"
HawkesBay,41,M,213,27,24,3,21,609,894,54,948
HawkesBay,41,F,255,21,39,3,18,774,"1,113",66,"1,176"
HawkesBay,41,Total,465,48,66,12,39,"1,380","2,007",117,"2,127"
HawkesBay,42,M,204,39,24,6,33,618,924,72,993
HawkesBay,42,F,228,36,33,3,18,777,"1,092",66,"1,158"
HawkesBay,42,Total,432,75,54,9,48,"1,392","2,013",135,"2,151"
HawkesBay,43,M,180,27,33,3,24,654,921,54,978
HawkesBay,43,F,243,27,36,3,21,720,"1,050",60,"1,113"
HawkesBay,43,Total,423,54,72,6,45,"1,374","1,974",117,"2,088"
HawkesBay,44,M,174,33,24,3,21,663,915,60,975
HawkesBay,44,F,222,18,36,3,12,708,999,48,"1,047"
HawkesBay,44,Total,393,51,60,3,33,"1,377","1,914",108,"2,022"
HawkesBay,45,M,171,33,30,3,30,606,867,63,930
HawkesBay,45,F,246,30,21,3,18,717,"1,041",51,"1,092"
HawkesBay,45,Total,414,63,54,9,51,"1,323","1,908",114,"2,022"
HawkesBay,46,M,174,30,42,3,33,645,927,66,993
HawkesBay,46,F,195,27,39,3,18,669,957,54,"1,008"
HawkesBay,46,Total,372,57,78,6,54,"1,314","1,881",120,"2,004"
HawkesBay,47,M,174,27,24,3,30,681,939,60,"1,002"
HawkesBay,47,F,246,30,33,3,21,720,"1,050",48,"1,098"
HawkesBay,47,Total,420,57,60,3,51,"1,398","1,986",111,"2,097"
HawkesBay,48,M,207,21,33,3,24,699,993,66,"1,059"
HawkesBay,48,F,213,24,36,3,24,717,"1,020",63,"1,086"
HawkesBay,48,Total,420,45,69,9,48,"1,419","2,016",129,"2,145"
HawkesBay,49,M,195,27,30,3,30,708,993,57,"1,050"
HawkesBay,49,F,228,30,30,3,24,861,"1,173",60,"1,230"
HawkesBay,49,Total,420,60,60,3,54,"1,569","2,166",117,"2,283"
HawkesBay,50,M,183,24,30,3,24,759,"1,023",69,"1,092"
HawkesBay,50,F,207,27,30,3,21,864,"1,149",63,"1,212"
HawkesBay,50,Total,387,51,57,9,42,"1,620","2,172",135,"2,304"
HawkesBay,51,M,189,33,21,3,30,753,"1,023",66,"1,092"
HawkesBay,51,F,234,15,27,3,30,858,"1,167",48,"1,215"
HawkesBay,51,Total,423,48,48,6,60,"1,611","2,193",114,"2,304"
HawkesBay,52,M,177,21,21,3,33,780,"1,038",57,"1,098"
HawkesBay,52,F,231,21,27,3,24,813,"1,122",60,"1,179"
HawkesBay,52,Total,405,42,51,9,57,"1,593","2,157",120,"2,277"
HawkesBay,53,M,177,30,18,3,36,744,"1,008",39,"1,050"
HawkesBay,53,F,195,18,36,3,15,834,"1,104",57,"1,161"
HawkesBay,53,Total,372,51,57,3,54,"1,578","2,112",99,"2,211"
HawkesBay,54,M,162,21,21,3,24,699,933,66,996
HawkesBay,54,F,183,21,30,3,21,771,"1,032",69,"1,101"
HawkesBay,54,Total,348,45,54,3,45,"1,473","1,965",129,"2,094"
HawkesBay,55,M,162,15,15,3,27,708,930,45,975
HawkesBay,55,F,183,15,30,3,24,753,"1,008",60,"1,068"
HawkesBay,55,Total,342,33,45,6,51,"1,458","1,938",105,"2,040"
HawkesBay,56,M,153,18,15,3,24,726,939,45,981
HawkesBay,56,F,177,21,21,3,21,762,"1,002",48,"1,050"
HawkesBay,56,Total,330,39,33,3,45,"1,491","1,941",90,"2,031"
HawkesBay,57,M,174,12,12,3,24,681,903,60,963
HawkesBay,57,F,147,12,27,3,21,789,999,48,"1,050"
HawkesBay,57,Total,324,27,39,3,42,"1,467","1,905",108,"2,013"
HawkesBay,58,M,129,12,24,3,27,636,825,39,864
HawkesBay,58,F,153,12,24,3,24,789,"1,002",54,"1,056"
HawkesBay,58,Total,279,24,48,3,51,"1,422","1,827",93,"1,920"
HawkesBay,59,M,123,21,15,3,39,684,882,51,933
HawkesBay,59,F,147,15,24,3,18,723,927,45,969
HawkesBay,59,Total,270,39,39,3,54,"1,407","1,806",96,"1,905"
HawkesBay,60,M,123,18,15,3,27,684,870,36,906
HawkesBay,60,F,159,15,21,3,18,762,978,54,"1,029"
HawkesBay,60,Total,282,33,36,3,45,"1,446","1,845",93,"1,935"
HawkesBay,61,M,111,15,9,3,33,669,840,39,882
HawkesBay,61,F,129,12,18,3,21,765,945,45,993
HawkesBay,61,Total,240,27,24,3,54,"1,434","1,785",87,"1,872"
HawkesBay,62,M,111,9,9,3,24,696,849,48,897
HawkesBay,62,F,144,9,18,3,9,810,990,51,"1,044"
HawkesBay,62,Total,255,15,27,3,36,"1,506","1,842",102,"1,941"
HawkesBay,63,M,129,21,9,3,18,726,900,45,945
HawkesBay,63,F,135,12,15,3,18,783,966,48,"1,014"
HawkesBay,63,Total,267,33,21,3,36,"1,509","1,866",96,"1,962"
HawkesBay,64,M,84,15,12,3,33,714,861,24,885
HawkesBay,64,F,114,6,15,3,24,723,885,42,930
HawkesBay,64,Total,198,21,30,3,60,"1,437","1,746",66,"1,815"
HawkesBay,65,M,96,15,18,3,30,765,924,33,957
HawkesBay,65,F,93,9,12,3,21,783,918,48,969
HawkesBay,65,Total,189,24,30,3,51,"1,548","1,842",84,"1,926"
HawkesBay,66,M,84,9,6,3,27,711,840,45,882
HawkesBay,66,F,108,9,12,3,24,777,927,33,960
HawkesBay,66,Total,192,18,18,3,48,"1,488","1,764",81,"1,845"
HawkesBay,67,M,78,9,9,3,27,603,723,36,756
HawkesBay,67,F,96,9,12,3,21,633,771,33,804
HawkesBay,67,Total,174,15,18,3,48,"1,233","1,491",69,"1,560"
HawkesBay,68,M,57,9,12,3,21,585,684,33,720
HawkesBay,68,F,84,9,15,3,12,612,735,24,759
HawkesBay,68,Total,144,15,27,3,33,"1,197","1,419",57,"1,479"
HawkesBay,69,M,69,3,3,3,18,546,642,27,666
HawkesBay,69,F,78,12,15,3,12,537,654,33,684
HawkesBay,69,Total,150,15,18,3,30,"1,083","1,296",60,"1,356"
HawkesBay,70,M,48,9,12,3,21,528,618,45,663
HawkesBay,70,F,78,9,9,3,21,522,639,27,669
HawkesBay,70,Total,123,18,24,3,42,"1,050","1,257",72,"1,329"
HawkesBay,71,M,57,3,6,3,12,540,621,36,657
HawkesBay,71,F,75,3,12,3,9,561,663,27,687
HawkesBay,71,Total,129,6,18,3,21,"1,098","1,281",60,"1,344"
HawkesBay,72,M,48,3,9,3,15,528,603,15,618
HawkesBay,72,F,54,6,6,3,15,585,669,24,690
HawkesBay,72,Total,102,12,15,3,30,"1,110","1,272",39,"1,308"
HawkesBay,73,M,54,3,3,3,9,456,528,18,549
HawkesBay,73,F,69,3,9,3,9,513,606,27,633
HawkesBay,73,Total,123,6,12,3,18,972,"1,137",45,"1,182"
HawkesBay,74,M,39,3,3,3,9,390,447,18,468
HawkesBay,74,F,63,6,12,3,6,486,573,21,594
HawkesBay,74,Total,102,9,15,3,15,876,"1,023",42,"1,062"
HawkesBay,75,M,42,6,12,3,6,399,462,12,474
HawkesBay,75,F,54,6,6,3,3,435,507,27,534
HawkesBay,75,Total,96,12,18,3,12,831,969,42,"1,008"
HawkesBay,76,M,27,3,6,3,6,396,441,18,459
HawkesBay,76,F,45,3,3,3,9,417,477,12,489
HawkesBay,76,Total,72,6,12,3,12,816,918,30,948
HawkesBay,77,M,36,3,6,3,3,360,405,12,417
HawkesBay,77,F,57,12,9,3,3,360,444,18,465
HawkesBay,77,Total,90,15,15,3,9,720,849,30,882
HawkesBay,78,M,33,3,9,3,3,357,405,18,423
HawkesBay,78,F,30,6,3,3,3,423,471,15,486
HawkesBay,78,Total,63,6,15,3,6,780,876,30,906
HawkesBay,79,M,24,3,6,3,3,303,342,18,360
HawkesBay,79,F,48,3,3,3,3,351,411,21,429
HawkesBay,79,Total,72,3,9,3,9,654,750,39,792
HawkesBay,80,M,24,6,3,3,3,288,321,18,339
HawkesBay,80,F,33,3,3,3,3,399,447,18,462
HawkesBay,80,Total,57,9,6,3,6,684,768,36,801
HawkesBay,81,M,15,3,3,3,3,294,318,18,339
HawkesBay,81,F,24,3,6,3,3,372,411,9,417
HawkesBay,81,Total,42,3,12,3,3,669,729,30,759
HawkesBay,82,M,15,3,3,3,3,273,291,6,297
HawkesBay,82,F,18,3,3,3,3,354,378,18,396
HawkesBay,82,Total,33,3,6,3,3,627,669,24,696
HawkesBay,83,M,15,3,3,3,3,246,261,9,270
HawkesBay,83,F,18,3,3,3,3,315,342,18,360
HawkesBay,83,Total,33,3,6,3,3,558,603,27,633
HawkesBay,84,M,12,3,3,3,3,228,243,12,255
HawkesBay,84,F,18,3,3,3,3,282,306,15,321
HawkesBay,84,Total,27,3,3,3,3,510,549,24,576
HawkesBay,85,M,9,3,3,3,3,201,216,3,219
HawkesBay,85,F,12,3,3,3,3,273,288,9,297
HawkesBay,85,Total,21,3,3,3,3,474,504,12,519
HawkesBay,86,M,9,3,3,3,3,171,180,12,189
HawkesBay,86,F,9,3,3,3,3,273,285,12,297
HawkesBay,86,Total,15,3,3,3,3,441,465,24,486
HawkesBay,87,M,3,3,3,3,3,159,162,9,168
HawkesBay,87,F,6,3,3,3,3,225,237,9,246
HawkesBay,87,Total,6,3,3,3,3,384,399,18,417
HawkesBay,88,M,6,3,3,3,3,111,120,3,120
HawkesBay,88,F,12,3,3,3,3,213,228,9,234
HawkesBay,88,Total,18,3,3,3,3,324,345,9,357
HawkesBay,89,M,3,3,3,3,3,87,96,3,99
HawkesBay,89,F,9,3,3,3,3,165,180,9,192
HawkesBay,89,Total,9,3,3,3,3,252,273,18,291
HawkesBay,90,M,3,3,3,3,3,81,84,3,90
HawkesBay,90,F,3,3,3,3,3,162,168,9,177
HawkesBay,90,Total,3,3,3,3,3,246,255,9,264
HawkesBay,91,M,3,3,3,3,3,66,66,3,72
HawkesBay,91,F,6,3,3,3,3,144,153,9,162
HawkesBay,91,Total,6,3,3,3,3,207,222,12,234
HawkesBay,92,M,3,3,3,3,3,48,48,3,54
HawkesBay,92,F,3,3,3,3,3,108,114,3,114
HawkesBay,92,Total,3,3,3,3,3,156,162,6,168
HawkesBay,93,M,3,3,3,3,3,42,42,3,42
HawkesBay,93,F,3,3,3,3,3,84,87,3,87
HawkesBay,93,Total,3,3,3,3,3,123,126,3,129
HawkesBay,94,M,3,3,3,3,3,24,24,3,24
HawkesBay,94,F,3,3,3,3,3,57,66,3,69
HawkesBay,94,Total,3,3,3,3,3,84,90,3,93
HawkesBay,95,M,3,3,3,3,3,15,15,3,15
HawkesBay,95,F,3,3,3,3,3,51,51,3,48
HawkesBay,95,Total,3,3,3,3,3,63,66,3,66
HawkesBay,96,M,3,3,3,3,3,15,15,3,12
HawkesBay,96,F,3,3,3,3,3,30,33,3,33
HawkesBay,96,Total,3,3,3,3,3,42,48,3,48
HawkesBay,97,M,3,3,3,3,3,6,6,3,6
HawkesBay,97,F,3,3,3,3,3,21,24,3,24
HawkesBay,97,Total,3,3,3,3,3,27,30,3,30
HawkesBay,98,M,3,3,3,3,3,3,3,3,3
HawkesBay,98,F,3,3,3,3,3,9,15,3,12
HawkesBay,98,Total,3,3,3,3,3,15,18,3,18
HawkesBay,99,M,3,3,3,3,3,3,3,3,3
HawkesBay,99,F,3,3,3,3,3,9,9,3,9
HawkesBay,99,Total,3,3,3,3,3,9,9,3,9
HawkesBay,100,M,3,3,3,3,3,6,6,3,6
HawkesBay,100,F,3,3,3,3,3,9,12,3,12
HawkesBay,100,Total,3,3,3,3,3,18,21,3,18
HawkesBay,Total,M,"16,485","2,436","2,208",318,"1,473","45,756","68,679","4,179","72,855"
HawkesBay,Total,F,"18,492","2,127","2,442",273,"1,146","50,175","74,655","4,182","78,837"
HawkesBay,Total,Total,"34,977","4,563","4,647",588,"2,619","95,934","143,331","8,361","151,695"
Whanganui,0,M,177,15,12,3,3,186,396,24,417
Whanganui,0,F,165,15,9,3,6,189,381,27,408
Whanganui,0,Total,339,27,21,3,9,375,777,51,825
Whanganui,1,M,138,18,6,3,3,213,378,18,396
Whanganui,1,F,153,18,12,3,3,177,360,21,381
Whanganui,1,Total,291,36,15,3,6,390,738,39,780
Whanganui,2,M,141,21,9,3,9,213,390,21,414
Whanganui,2,F,174,21,6,3,9,192,405,24,429
Whanganui,2,Total,315,39,15,3,15,408,792,48,840
Whanganui,3,M,186,12,6,3,9,225,441,24,465
Whanganui,3,F,156,15,12,3,12,201,393,33,423
Whanganui,3,Total,345,27,18,3,18,423,831,54,888
Whanganui,4,M,168,24,6,3,9,216,423,12,438
Whanganui,4,F,153,18,6,3,9,198,384,21,405
Whanganui,4,Total,324,39,15,3,18,411,807,36,843
Whanganui,5,M,168,15,12,3,6,213,414,21,438
Whanganui,5,F,144,9,9,3,9,219,393,27,420
Whanganui,5,Total,312,24,18,3,15,432,807,51,855
Whanganui,6,M,168,15,18,3,6,204,408,21,429
Whanganui,6,F,147,9,9,3,12,192,372,21,393
Whanganui,6,Total,315,27,24,3,18,396,783,42,825
Whanganui,7,M,150,15,9,3,3,216,396,15,411
Whanganui,7,F,144,15,9,3,12,189,363,21,387
Whanganui,7,Total,294,27,15,3,15,402,759,36,798
Whanganui,8,M,144,12,6,3,3,198,363,24,387
Whanganui,8,F,156,15,12,3,6,195,381,12,393
Whanganui,8,Total,297,24,18,3,12,396,744,33,780
Whanganui,9,M,159,9,6,3,12,201,387,18,408
Whanganui,9,F,150,9,9,3,12,201,381,15,396
Whanganui,9,Total,309,18,15,3,21,402,768,33,798
Whanganui,10,M,174,18,6,3,9,198,402,18,420
Whanganui,10,F,141,9,12,3,6,210,381,15,399
Whanganui,10,Total,312,24,18,3,15,411,783,33,819
Whanganui,11,M,144,12,12,3,9,216,393,24,417
Whanganui,11,F,144,15,6,3,3,228,393,24,417
Whanganui,11,Total,288,30,18,3,9,444,789,45,834
Whanganui,12,M,162,6,15,3,9,228,420,21,441
Whanganui,12,F,159,9,12,3,9,216,405,18,423
Whanganui,12,Total,321,12,24,3,18,444,825,42,864
Whanganui,13,M,171,6,9,3,9,222,417,18,435
Whanganui,13,F,138,12,12,3,3,216,384,15,399
Whanganui,13,Total,306,21,21,3,15,435,801,36,837
Whanganui,14,M,141,12,9,3,3,264,432,18,450
Whanganui,14,F,126,9,9,3,6,219,375,24,399
Whanganui,14,Total,267,24,18,3,12,483,804,42,843
Whanganui,15,M,144,15,18,3,3,243,423,24,450
Whanganui,15,F,150,12,15,3,3,222,408,24,432
Whanganui,15,Total,297,27,30,3,9,465,831,48,882
Whanganui,16,M,165,12,15,3,6,243,444,27,471
Whanganui,16,F,165,12,12,3,3,231,423,21,447
Whanganui,16,Total,330,24,27,3,6,474,867,51,918
Whanganui,17,M,141,15,15,3,3,252,429,33,462
Whanganui,17,F,159,15,15,3,3,222,411,24,435
Whanganui,17,Total,303,27,30,3,6,474,840,57,894
Whanganui,18,M,123,3,3,3,3,213,351,24,375
Whanganui,18,F,108,9,3,3,3,156,276,18,297
Whanganui,18,Total,231,12,9,3,6,369,627,42,672
Whanganui,19,M,108,6,9,3,3,162,288,24,312
Whanganui,19,F,108,12,3,3,3,147,276,24,303
Whanganui,19,Total,216,21,12,3,3,309,567,48,612
Whanganui,20,M,117,12,3,3,9,189,330,24,351
Whanganui,20,F,114,9,6,3,3,147,282,33,315
Whanganui,20,Total,231,18,12,3,9,336,612,54,666
Whanganui,21,M,96,15,12,3,3,180,309,27,336
Whanganui,21,F,120,9,18,3,3,174,324,24,351
Whanganui,21,Total,219,24,30,3,3,354,633,54,687
Whanganui,22,M,93,12,12,3,12,183,312,24,336
Whanganui,22,F,99,9,9,3,3,189,312,24,333
Whanganui,22,Total,192,21,21,3,12,372,624,48,672
Whanganui,23,M,102,9,9,3,6,180,306,18,327
Whanganui,23,F,99,9,6,3,3,183,303,21,321
Whanganui,23,Total,201,18,15,3,9,360,606,42,648
Whanganui,24,M,102,12,12,3,3,180,312,21,333
Whanganui,24,F,114,12,9,3,3,165,303,12,315
Whanganui,24,Total,216,24,21,3,9,342,612,36,648
Whanganui,25,M,90,9,12,3,9,177,294,27,324
Whanganui,25,F,90,12,12,3,6,171,294,24,321
Whanganui,25,Total,180,21,24,3,15,348,594,51,645
Whanganui,26,M,84,9,18,3,6,150,273,21,291
Whanganui,26,F,99,9,6,3,3,162,285,21,306
Whanganui,26,Total,186,21,27,3,9,312,558,42,600
Whanganui,27,M,69,6,12,3,3,144,237,21,255
Whanganui,27,F,99,9,9,3,3,177,297,21,321
Whanganui,27,Total,165,15,21,3,6,321,534,45,576
Whanganui,28,M,72,6,9,3,9,156,252,27,279
Whanganui,28,F,96,12,21,3,3,150,282,9,294
Whanganui,28,Total,168,18,30,3,15,306,534,39,573
Whanganui,29,M,78,12,12,3,9,144,255,15,270
Whanganui,29,F,87,3,12,3,3,171,276,18,294
Whanganui,29,Total,165,15,24,3,9,318,534,30,564
Whanganui,30,M,69,18,12,3,3,147,252,27,279
Whanganui,30,F,84,9,15,3,3,174,285,21,306
Whanganui,30,Total,153,30,27,3,12,318,537,45,585
Whanganui,31,M,66,9,6,3,3,171,261,24,285
Whanganui,31,F,93,9,12,3,6,183,303,15,318
Whanganui,31,Total,159,18,18,6,9,357,567,39,603
Whanganui,32,M,75,9,15,3,6,165,276,21,297
Whanganui,32,F,72,12,9,3,3,192,288,15,303
Whanganui,32,Total,147,24,27,3,9,357,567,36,603
Whanganui,33,M,72,12,3,3,3,162,255,18,276
Whanganui,33,F,84,9,3,3,6,156,258,15,273
Whanganui,33,Total,156,18,9,3,9,318,513,36,549
Whanganui,34,M,93,9,9,3,6,162,282,12,294
Whanganui,34,F,87,9,12,3,6,180,291,9,303
Whanganui,34,Total,180,18,24,3,12,339,576,24,600
Whanganui,35,M,72,15,9,3,9,147,258,30,288
Whanganui,35,F,72,6,9,3,3,192,282,15,297
Whanganui,35,Total,141,21,21,6,12,339,540,42,585
Whanganui,36,M,72,6,9,3,9,180,276,15,288
Whanganui,36,F,93,15,6,3,9,195,324,18,339
Whanganui,36,Total,168,21,15,3,18,372,597,30,630
Whanganui,37,M,63,6,15,3,6,174,270,21,294
Whanganui,37,F,96,9,12,3,12,195,321,12,333
Whanganui,37,Total,159,15,27,3,18,369,588,36,627
Whanganui,38,M,69,9,3,3,12,219,315,18,333
Whanganui,38,F,84,6,18,3,3,198,312,12,327
Whanganui,38,Total,150,15,21,3,18,420,630,30,660
Whanganui,39,M,60,12,9,3,12,195,294,27,318
Whanganui,39,F,90,3,9,3,9,255,363,21,384
Whanganui,39,Total,150,12,18,3,21,447,657,45,702
Whanganui,40,M,90,12,15,3,3,210,327,18,348
Whanganui,40,F,96,3,15,3,9,234,357,15,375
Whanganui,40,Total,189,15,27,3,12,444,687,36,723
Whanganui,41,M,69,12,9,3,6,246,339,21,357
Whanganui,41,F,93,3,18,3,9,261,384,21,408
Whanganui,41,Total,159,15,27,3,15,504,723,42,765
Whanganui,42,M,90,3,6,3,9,201,318,12,330
Whanganui,42,F,72,9,6,3,9,288,384,27,414
Whanganui,42,Total,165,15,12,3,21,486,702,39,744
Whanganui,43,M,81,9,6,3,6,255,360,18,378
Whanganui,43,F,87,3,9,3,9,291,402,15,417
Whanganui,43,Total,165,15,18,3,15,546,762,33,795
Whanganui,44,M,99,9,6,3,12,234,360,24,384
Whanganui,44,F,87,6,9,3,9,246,360,27,384
Whanganui,44,Total,186,12,18,3,21,480,720,51,771
Whanganui,45,M,90,6,9,3,15,234,357,15,372
Whanganui,45,F,90,9,9,3,6,288,405,27,435
Whanganui,45,Total,180,18,18,3,21,522,762,42,807
Whanganui,46,M,87,3,9,3,15,240,354,15,366
Whanganui,46,F,87,6,15,3,15,285,405,24,429
Whanganui,46,Total,174,12,24,3,27,522,762,36,798
Whanganui,47,M,78,6,9,3,9,264,363,27,390
Whanganui,47,F,87,3,15,3,9,297,411,21,432
Whanganui,47,Total,165,12,24,3,18,561,777,51,825
Whanganui,48,M,78,6,6,3,12,261,366,21,384
Whanganui,48,F,102,12,15,3,12,297,435,18,450
Whanganui,48,Total,180,15,21,3,24,558,798,36,834
Whanganui,49,M,87,9,15,3,12,306,432,24,456
Whanganui,49,F,96,9,12,3,9,312,441,27,468
Whanganui,49,Total,186,18,27,3,21,618,873,48,921
Whanganui,50,M,90,6,12,3,9,330,450,36,486
Whanganui,50,F,96,3,9,3,9,333,456,12,468
Whanganui,50,Total,183,9,24,3,18,663,903,48,951
Whanganui,51,M,84,9,6,3,12,309,420,33,453
Whanganui,51,F,111,3,6,3,15,336,474,15,492
Whanganui,51,Total,198,12,15,3,27,642,894,48,942
Whanganui,52,M,66,3,9,3,18,303,402,33,435
Whanganui,52,F,87,9,6,3,6,306,417,21,441
Whanganui,52,Total,153,18,15,3,21,612,819,54,873
Whanganui,53,M,66,9,3,3,12,300,393,15,411
Whanganui,53,F,90,3,6,3,12,339,453,27,477
Whanganui,53,Total,159,9,9,3,24,642,846,42,891
Whanganui,54,M,66,3,6,3,9,324,417,21,438
Whanganui,54,F,72,3,6,3,9,318,408,27,435
Whanganui,54,Total,138,9,12,3,15,645,825,48,873
Whanganui,55,M,60,12,6,3,12,282,372,24,396
Whanganui,55,F,78,6,9,3,9,315,414,24,435
Whanganui,55,Total,135,18,15,3,18,597,786,45,831
Whanganui,56,M,66,6,3,3,12,309,396,21,417
Whanganui,56,F,66,3,6,3,12,327,417,18,432
Whanganui,56,Total,135,12,12,3,24,636,813,39,852
Whanganui,57,M,72,9,6,3,6,336,426,21,447
Whanganui,57,F,78,3,9,3,6,330,432,24,456
Whanganui,57,Total,150,12,15,3,15,663,855,48,903
Whanganui,58,M,48,3,3,3,12,297,360,27,384
Whanganui,58,F,57,3,6,3,9,291,366,18,384
Whanganui,58,Total,105,3,9,3,21,585,723,42,765
Whanganui,59,M,66,3,3,3,15,309,393,24,414
Whanganui,59,F,63,3,6,3,3,321,399,18,420
Whanganui,59,Total,126,6,12,3,18,630,792,39,834
Whanganui,60,M,54,6,6,3,9,285,357,24,381
Whanganui,60,F,75,3,6,3,12,264,363,15,375
Whanganui,60,Total,129,9,12,3,18,549,720,39,756
Whanganui,61,M,42,3,6,3,3,291,342,15,357
Whanganui,61,F,51,3,6,3,9,294,363,21,384
Whanganui,61,Total,93,3,12,3,12,585,708,36,741
Whanganui,62,M,48,3,3,3,3,285,351,12,363
Whanganui,62,F,51,3,3,3,6,279,345,12,360
Whanganui,62,Total,96,9,9,3,12,564,696,27,723
Whanganui,63,M,48,6,3,3,6,267,333,18,351
Whanganui,63,F,60,3,9,3,9,276,351,15,366
Whanganui,63,Total,105,9,12,3,15,543,684,33,717
Whanganui,64,M,48,3,3,3,6,282,342,15,357
Whanganui,64,F,51,3,6,3,6,294,357,12,369
Whanganui,64,Total,99,3,12,3,18,573,699,27,726
Whanganui,65,M,51,3,3,3,12,303,369,15,384
Whanganui,65,F,39,3,3,3,6,312,366,15,381
Whanganui,65,Total,90,9,9,3,18,612,735,33,765
Whanganui,66,M,30,3,3,3,9,294,336,15,354
Whanganui,66,F,36,3,3,3,3,327,375,12,387
Whanganui,66,Total,66,3,6,3,15,621,708,30,741
Whanganui,67,M,42,3,3,3,12,234,291,12,303
Whanganui,67,F,39,3,3,3,3,255,306,12,315
Whanganui,67,Total,78,6,3,3,15,489,597,24,621
Whanganui,68,M,27,3,3,3,9,249,285,12,300
Whanganui,68,F,45,3,3,3,6,216,273,12,282
Whanganui,68,Total,72,3,3,3,15,465,558,24,582
Whanganui,69,M,30,3,3,3,3,222,261,12,270
Whanganui,69,F,24,3,3,3,3,258,288,18,306
Whanganui,69,Total,54,3,9,3,9,477,549,27,576
Whanganui,70,M,27,3,3,3,6,189,222,12,237
Whanganui,70,F,27,3,3,3,3,237,273,12,285
Whanganui,70,Total,54,3,3,3,12,426,498,27,525
Whanganui,71,M,27,3,3,3,3,219,252,18,270
Whanganui,71,F,27,3,3,3,9,261,300,9,309
Whanganui,71,Total,54,3,3,3,9,480,555,27,582
Whanganui,72,M,18,3,3,3,3,219,246,12,255
Whanganui,72,F,33,3,3,3,3,237,276,15,291
Whanganui,72,Total,54,3,3,3,6,456,519,27,546
Whanganui,73,M,30,3,3,3,3,192,222,9,234
Whanganui,73,F,21,3,3,3,3,243,270,12,282
Whanganui,73,Total,48,3,3,3,6,435,495,21,516
Whanganui,74,M,18,3,3,3,3,168,189,9,198
Whanganui,74,F,24,3,3,3,3,207,240,9,252
Whanganui,74,Total,42,3,3,3,6,375,432,15,447
Whanganui,75,M,18,3,3,3,3,192,213,9,219
Whanganui,75,F,27,3,3,3,3,234,273,15,288
Whanganui,75,Total,45,3,3,3,6,423,483,24,507
Whanganui,76,M,12,3,3,3,3,153,168,3,171
Whanganui,76,F,21,3,3,3,3,222,246,6,255
Whanganui,76,Total,33,3,3,3,3,375,414,12,429
Whanganui,77,M,12,3,3,3,3,165,180,9,189
Whanganui,77,F,21,3,3,3,3,162,189,3,192
Whanganui,77,Total,33,3,3,3,3,327,369,15,381
Whanganui,78,M,15,3,3,3,3,156,174,9,186
Whanganui,78,F,15,3,3,3,3,198,219,9,228
Whanganui,78,Total,30,3,3,3,3,354,390,18,411
Whanganui,79,M,9,3,3,3,3,132,144,3,147
Whanganui,79,F,9,3,3,3,3,165,180,12,189
Whanganui,79,Total,18,3,3,3,6,294,321,15,336
Whanganui,80,M,12,3,3,3,3,126,141,6,150
Whanganui,80,F,15,3,3,3,3,174,192,12,204
Whanganui,80,Total,27,3,3,3,3,303,336,18,354
Whanganui,81,M,9,3,3,3,3,135,150,9,156
Whanganui,81,F,6,3,3,3,3,183,192,3,198
Whanganui,81,Total,18,3,3,3,3,318,342,9,354
Whanganui,82,M,3,3,3,3,3,129,138,6,144
Whanganui,82,F,12,3,3,3,3,150,165,9,171
Whanganui,82,Total,15,3,3,3,3,279,303,15,315
Whanganui,83,M,6,3,3,3,3,120,129,3,135
Whanganui,83,F,6,3,3,3,3,132,135,6,144
Whanganui,83,Total,12,3,3,3,3,249,267,9,279
Whanganui,84,M,3,3,3,3,3,105,108,3,114
Whanganui,84,F,12,3,3,3,3,132,147,9,159
Whanganui,84,Total,18,3,3,3,3,234,258,9,270
Whanganui,85,M,3,3,3,3,3,105,111,3,117
Whanganui,85,F,6,3,3,3,3,117,126,3,132
Whanganui,85,Total,12,3,3,3,3,219,240,6,246
Whanganui,86,M,3,3,3,3,3,75,81,6,87
Whanganui,86,F,3,3,3,3,3,132,138,3,141
Whanganui,86,Total,6,3,3,3,3,207,219,12,231
Whanganui,87,M,3,3,3,3,3,63,66,3,66
Whanganui,87,F,3,3,3,3,3,132,132,3,138
Whanganui,87,Total,3,3,3,3,3,195,198,3,204
Whanganui,88,M,3,3,3,3,3,54,54,3,57
Whanganui,88,F,3,3,3,3,3,105,108,9,117
