dhb,age,sex,Maori,Pacific,Asian,MELAA,Other,European,Total Stated,Not Elsewhere Included,Total
Whanganui,88,Total,3,3,3,3,3,156,162,9,171
Whanganui,89,M,3,3,3,3,3,39,36,3,42
Whanganui,89,F,3,3,3,3,3,78,84,9,93
Whanganui,89,Total,3,3,3,3,3,120,123,9,132
Whanganui,90,M,3,3,3,3,3,24,24,3,27
Whanganui,90,F,3,3,3,3,3,69,72,3,72
Whanganui,90,Total,3,3,3,3,3,93,96,3,99
Whanganui,91,M,3,3,3,3,3,24,27,3,27
Whanganui,91,F,3,3,3,3,3,45,45,3,48
Whanganui,91,Total,3,3,3,3,3,69,72,3,75
Whanganui,92,M,3,3,3,3,3,12,15,3,15
Whanganui,92,F,3,3,3,3,3,48,51,3,54
Whanganui,92,Total,3,3,3,3,3,60,66,3,69
Whanganui,93,M,3,3,3,3,3,9,9,3,12
Whanganui,93,F,3,3,3,3,3,24,24,3,27
Whanganui,93,Total,3,3,3,3,3,33,36,3,39
Whanganui,94,M,3,3,3,3,3,15,12,3,15
Whanganui,94,F,3,3,3,3,3,24,21,3,24
Whanganui,94,Total,3,3,3,3,3,36,36,3,39
Whanganui,95,M,3,3,3,3,3,3,3,3,3
Whanganui,95,F,3,3,3,3,3,18,18,3,18
Whanganui,95,Total,3,3,3,3,3,21,21,3,21
Whanganui,96,M,3,3,3,3,3,6,9,3,6
Whanganui,96,F,3,3,3,3,3,18,18,3,18
Whanganui,96,Total,3,3,3,3,3,24,24,3,27
Whanganui,97,M,3,3,3,3,3,3,3,3,3
Whanganui,97,F,3,3,3,3,3,15,15,3,15
Whanganui,97,Total,3,3,3,3,3,18,21,3,18
Whanganui,98,M,3,3,3,3,3,6,6,3,6
Whanganui,98,F,3,3,3,3,3,12,12,3,12
Whanganui,98,Total,3,3,3,3,3,15,18,3,18
Whanganui,99,M,3,3,3,3,3,3,3,3,3
Whanganui,99,F,3,3,3,3,3,3,3,3,3
Whanganui,99,Total,3,3,3,3,3,3,3,3,3
Whanganui,100,M,3,3,3,3,3,3,3,3,3
Whanganui,100,F,3,3,3,3,3,9,6,3,9
Whanganui,100,Total,3,3,3,3,3,9,9,3,9
Whanganui,Total,M,"6,861",651,621,78,591,"18,831","27,630","1,614","29,244"
Whanganui,Total,F,"7,290",588,684,78,513,"20,172","29,325","1,551","30,876"
Whanganui,Total,Total,"14,151","1,236","1,305",156,"1,104","39,003","56,955","3,165","60,120"
MidCentral,0,M,339,45,84,12,9,492,984,54,"1,041"
MidCentral,0,F,342,57,69,9,18,489,984,51,"1,032"
MidCentral,0,Total,681,102,156,21,30,981,"1,968",105,"2,073"
MidCentral,1,M,318,54,69,6,15,573,"1,038",60,"1,098"
MidCentral,1,F,348,42,72,9,18,531,"1,020",60,"1,080"
MidCentral,1,Total,669,96,144,12,30,"1,107","2,058",120,"2,178"
MidCentral,2,M,342,48,75,3,15,552,"1,044",54,"1,095"
MidCentral,2,F,381,48,84,12,18,564,"1,104",51,"1,155"
MidCentral,2,Total,723,96,159,18,33,"1,116","2,145",102,"2,250"
MidCentral,3,M,333,54,63,9,15,573,"1,044",60,"1,101"
MidCentral,3,F,324,48,54,9,24,534,996,51,"1,047"
MidCentral,3,Total,654,102,120,18,36,"1,107","2,040",108,"2,148"
MidCentral,4,M,378,57,72,3,21,579,"1,110",51,"1,164"
MidCentral,4,F,327,51,60,9,18,612,"1,080",51,"1,131"
MidCentral,4,Total,708,108,135,15,39,"1,191","2,190",102,"2,292"
MidCentral,5,M,390,36,48,9,15,639,"1,134",42,"1,176"
MidCentral,5,F,360,42,51,6,24,585,"1,068",63,"1,131"
MidCentral,5,Total,750,78,99,15,39,"1,221","2,202",108,"2,307"
MidCentral,6,M,363,54,78,9,18,576,"1,095",51,"1,146"
MidCentral,6,F,303,39,54,6,27,591,"1,020",36,"1,056"
MidCentral,6,Total,669,90,129,15,45,"1,167","2,115",90,"2,205"
MidCentral,7,M,327,45,54,9,18,594,"1,050",42,"1,092"
MidCentral,7,F,339,45,48,15,15,591,"1,053",45,"1,104"
MidCentral,7,Total,666,90,102,27,33,"1,185","2,103",93,"2,193"
MidCentral,8,M,318,51,72,6,18,558,"1,029",45,"1,077"
MidCentral,8,F,294,42,48,3,24,546,954,45,999
MidCentral,8,Total,615,90,120,9,42,"1,104","1,983",90,"2,076"
MidCentral,9,M,294,39,54,9,15,573,990,42,"1,032"
MidCentral,9,F,312,39,66,12,18,576,"1,020",33,"1,053"
MidCentral,9,Total,606,81,120,24,33,"1,146","2,010",75,"2,085"
MidCentral,10,M,321,36,60,3,24,579,"1,026",42,"1,068"
MidCentral,10,F,285,45,63,3,18,570,981,33,"1,017"
MidCentral,10,Total,606,78,123,6,42,"1,149","2,007",75,"2,082"
MidCentral,11,M,315,42,54,12,15,642,"1,077",42,"1,122"
MidCentral,11,F,285,39,51,15,18,582,990,51,"1,038"
MidCentral,11,Total,597,84,108,27,30,"1,224","2,067",93,"2,160"
MidCentral,12,M,327,42,57,6,9,648,"1,092",39,"1,134"
MidCentral,12,F,330,42,57,12,9,657,"1,104",54,"1,158"
MidCentral,12,Total,657,84,114,18,18,"1,305","2,196",96,"2,292"
MidCentral,13,M,330,48,57,9,9,654,"1,107",39,"1,146"
MidCentral,13,F,312,48,57,9,15,645,"1,083",51,"1,137"
MidCentral,13,Total,642,96,114,18,24,"1,296","2,190",93,"2,283"
MidCentral,14,M,330,39,63,9,12,663,"1,116",45,"1,161"
MidCentral,14,F,306,51,57,9,3,579,"1,005",39,"1,044"
MidCentral,14,Total,639,93,117,15,18,"1,242","2,121",84,"2,205"
MidCentral,15,M,327,36,66,9,9,675,"1,125",45,"1,170"
MidCentral,15,F,336,48,63,3,15,621,"1,086",60,"1,143"
MidCentral,15,Total,666,87,129,9,24,"1,293","2,208",105,"2,313"
MidCentral,16,M,330,36,69,9,9,702,"1,161",45,"1,206"
MidCentral,16,F,324,48,63,9,6,681,"1,134",57,"1,191"
MidCentral,16,Total,657,84,135,21,18,"1,383","2,292",102,"2,397"
MidCentral,17,M,309,39,63,12,12,684,"1,116",60,"1,179"
MidCentral,17,F,282,39,63,6,6,672,"1,068",57,"1,122"
MidCentral,17,Total,591,78,126,18,15,"1,353","2,184",117,"2,301"
MidCentral,18,M,282,48,66,12,12,696,"1,113",63,"1,176"
MidCentral,18,F,288,45,84,9,9,750,"1,188",60,"1,242"
MidCentral,18,Total,570,93,150,21,21,"1,446","2,298",120,"2,421"
MidCentral,19,M,258,42,93,21,18,732,"1,158",66,"1,227"
MidCentral,19,F,279,42,102,3,12,804,"1,242",66,"1,308"
MidCentral,19,Total,537,84,195,24,27,"1,533","2,400",135,"2,535"
MidCentral,20,M,270,60,120,21,18,774,"1,260",96,"1,356"
MidCentral,20,F,243,45,117,9,9,795,"1,218",75,"1,296"
MidCentral,20,Total,513,102,237,30,27,"1,569","2,478",171,"2,652"
MidCentral,21,M,264,48,99,15,30,684,"1,149",93,"1,242"
MidCentral,21,F,264,39,111,9,18,738,"1,179",99,"1,281"
MidCentral,21,Total,525,90,213,27,48,"1,422","2,325",195,"2,523"
MidCentral,22,M,216,36,108,18,21,699,"1,098",78,"1,179"
MidCentral,22,F,249,33,114,6,18,693,"1,110",75,"1,188"
MidCentral,22,Total,468,66,225,24,39,"1,392","2,211",156,"2,364"
MidCentral,23,M,210,39,84,24,21,630,"1,008",75,"1,080"
MidCentral,23,F,249,39,99,3,9,633,"1,032",75,"1,107"
MidCentral,23,Total,459,75,183,27,33,"1,263","2,040",150,"2,187"
MidCentral,24,M,183,42,90,15,21,537,888,87,978
MidCentral,24,F,219,33,108,9,15,606,984,60,"1,047"
MidCentral,24,Total,402,72,198,24,39,"1,143","1,872",150,"2,022"
MidCentral,25,M,177,36,78,9,24,570,897,66,963
MidCentral,25,F,219,33,102,12,12,615,987,66,"1,053"
MidCentral,25,Total,396,66,183,21,36,"1,182","1,887",132,"2,016"
MidCentral,26,M,174,30,87,3,30,504,831,66,897
MidCentral,26,F,216,27,117,12,9,537,918,57,972
MidCentral,26,Total,390,57,204,15,39,"1,044","1,746",123,"1,869"
MidCentral,27,M,156,30,87,9,27,492,804,69,873
MidCentral,27,F,177,30,99,12,15,537,861,60,918
MidCentral,27,Total,330,60,183,21,39,"1,029","1,665",129,"1,794"
MidCentral,28,M,159,33,87,3,18,477,774,48,825
MidCentral,28,F,174,42,111,9,18,552,903,57,960
MidCentral,28,Total,333,72,195,12,36,"1,032","1,680",105,"1,782"
MidCentral,29,M,141,27,81,9,30,498,786,51,837
MidCentral,29,F,183,33,99,12,12,534,876,57,930
MidCentral,29,Total,327,57,180,21,45,"1,029","1,659",105,"1,767"
MidCentral,30,M,159,27,87,15,24,504,816,54,870
MidCentral,30,F,192,33,102,12,21,567,924,60,981
MidCentral,30,Total,351,60,189,27,42,"1,071","1,740",111,"1,854"
MidCentral,31,M,162,27,81,15,27,459,765,45,810
MidCentral,31,F,180,24,102,15,21,519,861,51,909
MidCentral,31,Total,342,48,183,27,48,978,"1,626",96,"1,722"
MidCentral,32,M,135,33,84,6,24,495,777,54,828
MidCentral,32,F,168,39,84,9,9,534,840,51,888
MidCentral,32,Total,303,69,165,15,36,"1,023","1,614",105,"1,719"
MidCentral,33,M,108,15,78,9,18,465,699,51,750
MidCentral,33,F,180,30,75,15,18,552,870,42,912
MidCentral,33,Total,291,45,153,24,36,"1,017","1,569",96,"1,662"
MidCentral,34,M,138,27,57,9,24,456,711,45,756
MidCentral,34,F,183,27,87,15,9,552,870,39,906
MidCentral,34,Total,321,54,144,21,30,"1,008","1,581",81,"1,659"
MidCentral,35,M,156,18,75,15,21,525,810,39,849
MidCentral,35,F,162,24,75,9,12,588,867,42,909
MidCentral,35,Total,318,42,150,21,33,"1,113","1,677",84,"1,758"
MidCentral,36,M,126,30,78,9,24,525,792,48,840
MidCentral,36,F,165,15,87,9,18,561,861,30,894
MidCentral,36,Total,291,48,168,18,42,"1,086","1,653",81,"1,734"
MidCentral,37,M,132,18,54,9,36,510,759,51,807
MidCentral,37,F,189,24,66,9,21,597,906,51,957
MidCentral,37,Total,321,42,123,15,57,"1,107","1,662",99,"1,761"
MidCentral,38,M,156,18,45,6,27,576,831,48,879
MidCentral,38,F,183,24,84,6,18,657,975,48,"1,020"
MidCentral,38,Total,336,45,129,15,45,"1,233","1,806",96,"1,902"
MidCentral,39,M,138,33,42,9,27,579,828,48,876
MidCentral,39,F,201,21,75,9,33,693,"1,029",48,"1,074"
MidCentral,39,Total,336,51,117,18,60,"1,272","1,857",96,"1,950"
MidCentral,40,M,162,27,57,6,27,648,927,48,972
MidCentral,40,F,192,15,66,9,21,735,"1,038",45,"1,086"
MidCentral,40,Total,357,42,123,15,48,"1,380","1,965",93,"2,061"
MidCentral,41,M,159,24,69,9,42,675,981,42,"1,023"
MidCentral,41,F,186,24,81,6,27,795,"1,122",42,"1,161"
MidCentral,41,Total,348,48,147,18,69,"1,473","2,103",84,"2,187"
MidCentral,42,M,141,24,57,9,36,690,957,51,"1,008"
MidCentral,42,F,180,18,75,6,21,762,"1,059",45,"1,101"
MidCentral,42,Total,321,42,132,15,54,"1,452","2,016",93,"2,109"
MidCentral,43,M,135,21,57,9,33,654,909,54,960
MidCentral,43,F,180,15,60,6,24,750,"1,035",48,"1,083"
MidCentral,43,Total,315,36,117,15,57,"1,404","1,944",99,"2,043"
MidCentral,44,M,165,21,42,3,30,663,927,45,969
MidCentral,44,F,189,24,60,9,21,855,"1,158",51,"1,209"
MidCentral,44,Total,354,42,102,12,51,"1,518","2,082",96,"2,178"
MidCentral,45,M,159,30,54,12,39,690,984,48,"1,035"
MidCentral,45,F,156,18,48,9,24,774,"1,029",60,"1,089"
MidCentral,45,Total,318,48,102,18,63,"1,464","2,013",108,"2,124"
MidCentral,46,M,135,24,48,9,36,678,927,48,972
MidCentral,46,F,168,21,45,3,27,777,"1,038",54,"1,095"
MidCentral,46,Total,300,45,93,9,60,"1,455","1,965",102,"2,064"
MidCentral,47,M,150,18,36,3,27,672,909,45,954
MidCentral,47,F,156,24,72,6,27,777,"1,065",39,"1,104"
MidCentral,47,Total,306,45,108,9,54,"1,452","1,971",84,"2,058"
MidCentral,48,M,141,21,42,9,36,723,972,60,"1,032"
MidCentral,48,F,168,21,60,6,18,831,"1,107",36,"1,143"
MidCentral,48,Total,309,45,102,15,54,"1,554","2,079",96,"2,175"
MidCentral,49,M,159,24,45,3,39,825,"1,095",48,"1,140"
MidCentral,49,F,186,24,48,9,21,864,"1,146",66,"1,212"
MidCentral,49,Total,342,48,90,9,60,"1,686","2,241",114,"2,352"
MidCentral,50,M,165,21,36,3,42,792,"1,062",66,"1,131"
MidCentral,50,F,174,27,48,3,27,909,"1,191",63,"1,254"
MidCentral,50,Total,339,45,87,9,69,"1,701","2,250",129,"2,379"
MidCentral,51,M,147,24,36,12,30,801,"1,053",54,"1,107"
MidCentral,51,F,171,18,63,12,24,966,"1,248",60,"1,305"
MidCentral,51,Total,315,39,99,24,57,"1,767","2,301",114,"2,415"
MidCentral,52,M,141,24,36,3,39,795,"1,032",54,"1,086"
MidCentral,52,F,147,27,45,9,21,861,"1,113",54,"1,164"
MidCentral,52,Total,288,48,81,12,60,"1,659","2,145",108,"2,250"
MidCentral,53,M,138,18,51,3,45,846,"1,101",57,"1,158"
MidCentral,53,F,132,6,54,3,24,846,"1,068",51,"1,119"
MidCentral,53,Total,267,24,105,9,69,"1,689","2,166",108,"2,277"
MidCentral,54,M,135,21,36,6,27,801,"1,023",57,"1,077"
MidCentral,54,F,141,21,51,3,21,840,"1,077",51,"1,128"
MidCentral,54,Total,276,39,84,9,48,"1,641","2,100",105,"2,205"
MidCentral,55,M,120,12,39,9,36,747,966,57,"1,023"
MidCentral,55,F,105,21,54,3,30,813,"1,026",45,"1,071"
MidCentral,55,Total,228,36,93,9,69,"1,560","1,995",102,"2,097"
MidCentral,56,M,108,12,39,3,27,732,924,51,975
MidCentral,56,F,126,15,39,3,27,846,"1,053",33,"1,086"
MidCentral,56,Total,231,24,75,6,54,"1,581","1,974",84,"2,058"
MidCentral,57,M,90,12,30,3,30,669,834,51,882
MidCentral,57,F,132,15,48,3,27,798,"1,026",51,"1,077"
MidCentral,57,Total,222,27,75,6,60,"1,467","1,860",99,"1,959"
MidCentral,58,M,93,15,30,3,27,744,912,51,963
MidCentral,58,F,123,18,33,3,24,780,981,48,"1,026"
MidCentral,58,Total,219,30,63,3,51,"1,521","1,890",99,"1,992"
MidCentral,59,M,87,9,21,6,27,723,876,39,918
MidCentral,59,F,99,12,48,3,15,744,918,30,951
MidCentral,59,Total,186,21,66,9,45,"1,467","1,794",72,"1,866"
MidCentral,60,M,102,15,27,3,21,714,885,42,927
MidCentral,60,F,96,9,36,3,21,774,936,57,990
MidCentral,60,Total,198,27,63,3,39,"1,488","1,821",96,"1,917"
MidCentral,61,M,81,12,33,3,24,729,882,42,924
MidCentral,61,F,90,6,33,3,18,780,927,27,954
MidCentral,61,Total,168,21,66,3,45,"1,509","1,812",72,"1,878"
MidCentral,62,M,69,6,18,3,15,696,807,42,849
MidCentral,62,F,81,15,39,3,15,783,936,45,981
MidCentral,62,Total,147,21,57,6,30,"1,482","1,743",87,"1,830"
MidCentral,63,M,75,15,27,3,27,672,822,42,864
MidCentral,63,F,84,9,30,3,18,753,900,39,939
MidCentral,63,Total,162,27,57,6,42,"1,425","1,722",78,"1,800"
MidCentral,64,M,69,12,30,3,21,744,882,45,927
MidCentral,64,F,84,12,27,6,15,789,936,48,984
MidCentral,64,Total,153,27,57,9,39,"1,533","1,818",90,"1,908"
MidCentral,65,M,57,12,21,3,24,753,867,33,900
MidCentral,65,F,75,12,24,3,9,801,918,45,963
MidCentral,65,Total,132,24,42,3,30,"1,554","1,785",78,"1,863"
MidCentral,66,M,57,12,24,3,21,726,840,36,879
MidCentral,66,F,63,12,21,3,12,774,885,24,909
MidCentral,66,Total,120,24,48,3,33,"1,500","1,725",63,"1,785"
MidCentral,67,M,48,9,18,3,15,681,774,42,810
MidCentral,67,F,60,3,18,3,12,687,780,42,822
MidCentral,67,Total,105,15,33,3,30,"1,368","1,554",81,"1,632"
MidCentral,68,M,54,9,9,3,9,630,714,24,738
MidCentral,68,F,63,3,24,3,21,648,759,30,789
MidCentral,68,Total,117,9,36,3,30,"1,278","1,476",54,"1,527"
MidCentral,69,M,48,3,15,3,21,576,666,24,687
MidCentral,69,F,57,6,27,3,12,594,690,36,729
MidCentral,69,Total,102,9,42,3,30,"1,167","1,356",57,"1,416"
MidCentral,70,M,39,6,21,3,9,525,600,30,630
MidCentral,70,F,51,6,21,3,9,600,690,30,720
MidCentral,70,Total,93,12,42,3,18,"1,122","1,290",60,"1,350"
MidCentral,71,M,33,3,21,3,12,600,669,30,696
MidCentral,71,F,54,3,12,3,12,660,744,24,765
MidCentral,71,Total,90,6,30,3,24,"1,260","1,410",51,"1,464"
MidCentral,72,M,36,3,18,3,12,585,657,45,699
MidCentral,72,F,42,3,15,3,9,582,654,27,681
MidCentral,72,Total,78,9,33,3,21,"1,167","1,311",72,"1,383"
MidCentral,73,M,36,3,12,3,12,471,534,27,561
MidCentral,73,F,39,3,12,3,6,576,639,30,669
MidCentral,73,Total,75,9,24,3,18,"1,047","1,176",57,"1,230"
MidCentral,74,M,30,3,18,3,9,504,564,18,582
MidCentral,74,F,36,3,15,3,12,528,600,30,630
MidCentral,74,Total,69,9,30,3,21,"1,035","1,164",48,"1,212"
MidCentral,75,M,30,3,12,3,6,477,528,30,555
MidCentral,75,F,39,9,18,3,3,489,561,27,591
MidCentral,75,Total,66,12,30,3,12,966,"1,089",57,"1,146"
MidCentral,76,M,21,3,12,3,6,423,468,27,495
MidCentral,76,F,36,3,9,3,9,480,531,15,546
MidCentral,76,Total,54,6,21,3,15,903,999,42,"1,044"
MidCentral,77,M,18,3,12,3,6,369,408,18,426
MidCentral,77,F,30,3,18,3,9,414,477,18,492
MidCentral,77,Total,48,6,30,3,18,783,885,36,921
MidCentral,78,M,21,3,9,3,9,378,420,15,435
MidCentral,78,F,24,9,9,3,3,450,495,24,519
MidCentral,78,Total,48,12,18,3,12,828,915,39,954
MidCentral,79,M,15,3,9,3,9,354,390,18,411
MidCentral,79,F,15,3,15,3,6,432,468,24,492
MidCentral,79,Total,33,3,21,3,15,786,861,39,900
MidCentral,80,M,9,3,6,3,3,324,345,18,363
MidCentral,80,F,27,3,3,3,3,408,438,21,462
MidCentral,80,Total,36,3,12,3,3,732,786,39,828
MidCentral,81,M,15,3,3,3,6,306,333,15,348
MidCentral,81,F,15,3,12,3,3,420,450,12,462
MidCentral,81,Total,30,3,15,3,9,723,780,30,810
MidCentral,82,M,6,3,9,3,3,324,339,12,351
MidCentral,82,F,15,3,9,3,6,378,414,21,432
MidCentral,82,Total,21,3,18,3,6,702,750,33,783
MidCentral,83,M,9,3,3,3,3,264,279,18,297
MidCentral,83,F,18,3,6,3,3,345,372,12,387
MidCentral,83,Total,27,3,12,3,3,609,651,33,684
MidCentral,84,M,9,3,3,3,3,228,243,9,252
MidCentral,84,F,12,3,9,3,3,321,345,12,357
MidCentral,84,Total,18,3,15,3,3,552,591,21,612
MidCentral,85,M,6,3,3,3,3,204,219,6,222
MidCentral,85,F,9,3,3,3,3,300,315,15,330
MidCentral,85,Total,15,3,6,3,3,507,534,21,558
MidCentral,86,M,3,3,6,3,3,192,207,12,216
MidCentral,86,F,3,3,3,3,3,276,288,15,303
MidCentral,86,Total,9,3,9,3,3,468,495,27,519
MidCentral,87,M,3,3,3,3,3,147,156,9,162
MidCentral,87,F,6,3,3,3,3,261,273,6,282
MidCentral,87,Total,12,3,3,3,3,408,429,15,444
MidCentral,88,M,3,3,3,3,3,129,135,12,147
MidCentral,88,F,6,3,3,3,3,231,243,6,249
MidCentral,88,Total,6,3,3,3,3,360,378,18,396
MidCentral,89,M,3,3,3,3,3,123,126,9,135
MidCentral,89,F,3,3,3,3,3,201,210,6,216
MidCentral,89,Total,3,3,3,3,3,324,336,15,348
MidCentral,90,M,3,3,3,3,3,84,90,6,99
MidCentral,90,F,3,3,3,3,3,123,132,9,138
MidCentral,90,Total,3,3,3,3,6,207,222,15,237
MidCentral,91,M,3,3,3,3,3,63,66,3,72
MidCentral,91,F,3,3,3,3,3,141,147,6,153
MidCentral,91,Total,3,3,3,3,3,204,213,12,225
MidCentral,92,M,3,3,3,3,3,57,57,9,69
MidCentral,92,F,3,3,3,3,3,135,138,3,141
MidCentral,92,Total,3,3,3,3,3,192,195,12,210
MidCentral,93,M,3,3,3,3,3,27,30,3,33
MidCentral,93,F,3,3,3,3,3,72,78,3,81
MidCentral,93,Total,6,3,3,3,3,99,111,3,114
MidCentral,94,M,3,3,3,3,3,21,21,3,21
MidCentral,94,F,3,3,3,3,3,51,51,3,51
MidCentral,94,Total,3,3,3,3,3,72,72,3,75
MidCentral,95,M,3,3,3,3,3,15,15,3,15
MidCentral,95,F,3,3,3,3,3,36,39,3,42
MidCentral,95,Total,3,3,3,3,3,51,54,3,57
MidCentral,96,M,3,3,3,3,3,15,15,3,15
MidCentral,96,F,3,3,3,3,3,33,36,3,36
MidCentral,96,Total,3,3,3,3,3,48,51,3,54
MidCentral,97,M,3,3,3,3,3,9,9,3,12
MidCentral,97,F,3,3,3,3,3,30,30,3,33
MidCentral,97,Total,3,3,3,3,3,36,39,3,42
MidCentral,98,M,3,3,3,3,3,3,3,3,3
MidCentral,98,F,3,3,3,3,3,15,18,3,18
MidCentral,98,Total,3,3,3,3,3,18,24,3,21
MidCentral,99,M,3,3,3,3,3,6,6,3,6
MidCentral,99,F,3,3,3,3,3,12,12,3,12
MidCentral,99,Total,3,3,3,3,3,18,18,3,18
MidCentral,100,M,3,3,3,3,3,3,3,3,3
MidCentral,100,F,3,3,3,3,3,18,18,3,18
MidCentral,100,Total,3,3,3,3,3,21,21,3,27
MidCentral,Total,M,"13,644","2,073","4,197",570,"1,782","52,062","74,325","4,002","78,327"
MidCentral,Total,F,"14,703","2,031","4,758",510,"1,356","56,958","80,313","3,924","84,237"
MidCentral,Total,Total,"28,344","4,107","8,952","1,080","3,138","109,017","154,638","7,926","162,564"
Hutt,0,M,252,78,117,12,9,420,888,48,939
Hutt,0,F,231,96,108,15,12,417,879,54,933
Hutt,0,Total,483,171,225,30,18,837,"1,767",105,"1,872"
Hutt,1,M,255,102,84,27,12,486,960,42,"1,005"
Hutt,1,F,225,96,78,3,12,462,879,48,930
Hutt,1,Total,480,201,162,30,18,948,"1,842",93,"1,935"
Hutt,2,M,252,78,114,15,9,471,945,45,990
Hutt,2,F,273,93,96,12,12,474,960,48,"1,011"
Hutt,2,Total,528,174,213,30,21,945,"1,908",96,"2,004"
Hutt,3,M,234,108,93,18,12,501,966,48,"1,014"
Hutt,3,F,279,99,96,9,12,504,999,45,"1,044"
Hutt,3,Total,513,207,192,30,21,"1,002","1,962",93,"2,055"
Hutt,4,M,282,108,96,12,9,504,"1,014",51,"1,065"
Hutt,4,F,249,111,99,18,9,489,975,51,"1,026"
Hutt,4,Total,534,219,195,30,18,990,"1,986",102,"2,088"
Hutt,5,M,258,102,87,15,15,501,972,54,"1,026"
Hutt,5,F,234,96,96,9,18,480,930,45,978
Hutt,5,Total,492,195,183,21,36,981,"1,905",99,"2,004"
Hutt,6,M,249,87,87,18,15,486,936,42,981
Hutt,6,F,237,108,87,18,6,444,897,36,936
Hutt,6,Total,483,195,171,36,21,930,"1,836",78,"1,914"
Hutt,7,M,228,114,93,12,9,453,906,51,960
Hutt,7,F,207,69,78,12,9,468,843,45,885
Hutt,7,Total,435,183,168,21,21,918,"1,749",96,"1,845"
Hutt,8,M,249,114,75,12,12,480,942,36,978
Hutt,8,F,234,93,93,15,15,438,891,45,936
Hutt,8,Total,486,207,168,27,27,918,"1,833",81,"1,914"
Hutt,9,M,231,102,84,18,12,483,924,45,969
Hutt,9,F,234,81,84,6,15,453,873,60,933
Hutt,9,Total,465,183,168,24,24,936,"1,797",105,"1,902"
Hutt,10,M,231,81,75,15,12,453,867,45,915
Hutt,10,F,222,93,93,12,6,444,873,48,921
Hutt,10,Total,453,174,168,30,18,897,"1,740",96,"1,833"
Hutt,11,M,234,117,84,12,9,486,942,42,984
Hutt,11,F,246,105,78,12,15,477,927,48,975
Hutt,11,Total,480,225,159,24,24,963,"1,872",90,"1,962"
Hutt,12,M,216,81,96,15,3,552,963,51,"1,014"
Hutt,12,F,210,99,102,15,9,471,906,51,957
Hutt,12,Total,429,180,195,27,12,"1,026","1,869",102,"1,971"
Hutt,13,M,252,96,93,15,15,513,981,63,"1,044"
Hutt,13,F,225,93,78,9,12,456,873,51,924
Hutt,13,Total,477,192,171,24,24,969,"1,857",114,"1,971"
Hutt,14,M,207,96,84,18,9,486,900,69,969
Hutt,14,F,201,90,81,9,6,477,870,45,915
Hutt,14,Total,408,186,165,30,12,963,"1,770",114,"1,881"
Hutt,15,M,204,108,96,12,9,510,942,54,996
Hutt,15,F,183,90,87,9,3,486,861,51,915
Hutt,15,Total,387,198,183,21,12,999,"1,806",108,"1,914"
Hutt,16,M,231,84,87,15,9,504,927,39,966
Hutt,16,F,201,87,87,12,9,483,885,42,924
Hutt,16,Total,432,171,171,27,18,987,"1,812",81,"1,890"
Hutt,17,M,219,102,81,18,9,531,963,54,"1,017"
Hutt,17,F,192,117,87,21,6,498,918,60,978
Hutt,17,Total,408,219,168,39,15,"1,029","1,884",114,"1,998"
Hutt,18,M,180,96,78,12,9,480,852,57,912
Hutt,18,F,186,99,66,6,6,462,825,63,885
Hutt,18,Total,366,195,141,18,15,942,"1,674",120,"1,797"
Hutt,19,M,180,105,84,12,9,492,882,54,939
Hutt,19,F,177,87,57,18,3,438,777,48,831
Hutt,19,Total,357,192,141,27,12,930,"1,662",108,"1,770"
Hutt,20,M,162,84,81,9,9,420,765,66,834
Hutt,20,F,168,81,69,12,6,462,804,60,861
Hutt,20,Total,333,162,153,21,15,882,"1,566",129,"1,692"
Hutt,21,M,183,75,75,12,9,453,801,51,852
Hutt,21,F,177,108,66,12,9,426,801,57,861
Hutt,21,Total,360,183,141,21,18,882,"1,605",111,"1,713"
Hutt,22,M,198,78,102,9,12,495,891,63,954
Hutt,22,F,189,87,69,6,6,480,837,48,885
Hutt,22,Total,384,165,171,15,21,972,"1,728",108,"1,836"
Hutt,23,M,177,81,87,9,9,420,783,72,855
Hutt,23,F,183,81,87,15,12,468,849,45,891
Hutt,23,Total,360,162,171,24,24,891,"1,629",117,"1,746"
Hutt,24,M,144,69,93,21,15,405,747,57,801
Hutt,24,F,183,66,99,9,3,468,825,63,891
Hutt,24,Total,324,135,189,33,21,873,"1,572",120,"1,692"
Hutt,25,M,117,78,93,15,12,402,720,54,771
Hutt,25,F,180,66,99,18,3,426,795,51,846
Hutt,25,Total,300,147,189,33,15,828,"1,512",105,"1,617"
Hutt,26,M,138,60,90,6,15,414,723,51,774
Hutt,26,F,123,84,111,9,9,393,729,45,777
Hutt,26,Total,258,147,201,15,24,810,"1,452",99,"1,548"
Hutt,27,M,126,72,96,9,12,393,711,57,768
Hutt,27,F,165,60,102,9,9,408,750,48,798
Hutt,27,Total,294,132,198,18,21,801,"1,464",105,"1,569"
Hutt,28,M,99,48,123,9,21,339,642,51,693
Hutt,28,F,144,87,132,9,12,444,831,54,885
Hutt,28,Total,243,138,255,18,33,786,"1,473",105,"1,578"
Hutt,29,M,135,78,108,12,12,405,747,48,798
Hutt,29,F,147,78,135,15,3,465,840,54,891
Hutt,29,Total,282,153,240,24,12,867,"1,584",102,"1,689"
Hutt,30,M,126,57,138,9,18,372,714,45,762
Hutt,30,F,159,54,132,12,6,432,792,48,840
Hutt,30,Total,285,111,267,21,24,804,"1,509",90,"1,602"
